Id,Timestamp,Value,Device_id,Node_id
N-NDCW1-CR1-I-PV-L11AC2IZ1,2022-05-28T15:26:16.163Z,11.399938,,ns=3;s=IMS->ABB.AfwOpcDaSurrogate.1->L11AC2IZ1:VALUE
N-NDCW1-CR1-I-PV-L11AC2IZ1,2022-05-28T15:26:15.138Z,11.302313,,ns=3;s=IMS->ABB.AfwOpcDaSurrogate.1->L11AC2IZ1:VALUE
N-NDCW1-CR1-I-PV-L11AC2IZ1,2022-05-28T15:26:14.107Z,11.355563,,ns=3;s=IMS->ABB.AfwOpcDaSurrogate.1->L11AC2IZ1:VALUE
N-NDCW1-CR1-I-PV-L11AC2IZ1,2022-05-28T15:26:13.055Z,11.333375,,ns=3;s=IMS->ABB.AfwOpcDaSurrogate.1->L11AC2IZ1:VALUE
N-NDCW1-CR1-I-PV-L11AC2IZ1,2022-05-28T15:26:11.24Z,11.249063,,ns=3;s=IMS->ABB.AfwOpcDaSurrogate.1->L11AC2IZ1:VALUE
N-NDCW1-CR1-I-PV-L11AC2IZ1,2022-05-28T15:26:10.177Z,11.346688,,ns=3;s=IMS->ABB.AfwOpcDaSurrogate.1->L11AC2IZ1:VALUE
N-NDCW1-CR1-I-PV-L11AC2IZ1,2022-05-28T15:26:09.129Z,11.107062,,ns=3;s=IMS->ABB.AfwOpcDaSurrogate.1->L11AC2IZ1:VALUE
N-NDCW1-CR1-I-PV-L11AC2IZ1,2022-05-28T15:26:07.052Z,11.439876,,ns=3;s=IMS->ABB.AfwOpcDaSurrogate.1->L11AC2IZ1:VALUE
N-NDCW1-CR1-I-PV-L11AC2IZ1,2022-05-28T15:26:06.045Z,10.91625,,ns=3;s=IMS->ABB.AfwOpcDaSurrogate.1->L11AC2IZ1:VALUE
N-NDCW1-CR1-I-PV-L11AC2IZ1,2022-05-28T15:26:04.164Z,11.502,,ns=3;s=IMS->ABB.AfwOpcDaSurrogate.1->L11AC2IZ1:VALUE
N-NDCW1-CR1-I-PV-L11AC2IZ1,2022-05-28T15:26:03.142Z,11.16475,,ns=3;s=IMS->ABB.AfwOpcDaSurrogate.1->L11AC2IZ1:VALUE
N-NDCW1-CR1-I-PV-L11AC2IZ1,2022-05-28T15:26:02.109Z,11.3245,,ns=3;s=IMS->ABB.AfwOpcDaSurrogate.1->L11AC2IZ1:VALUE
N-NDCW1-CR1-I-PV-L11AC2IZ1,2022-05-28T15:26:00.034Z,10.783125,,ns=3;s=IMS->ABB.AfwOpcDaSurrogate.1->L11AC2IZ1:VALUE
N-NDCW1-CR1-I-PV-L11AC2IZ1,2022-05-28T15:25:58.169Z,11.373313,,ns=3;s=IMS->ABB.AfwOpcDaSurrogate.1->L11AC2IZ1:VALUE
N-NDCW1-CR1-I-PV-L11AC2IZ1,2022-05-28T15:25:57.116Z,11.107062,,ns=3;s=IMS->ABB.AfwOpcDaSurrogate.1->L11AC2IZ1:VALUE
N-NDCW1-CR1-I-PV-L11AC2IZ1,2022-05-28T15:25:56.096Z,11.404375,,ns=3;s=IMS->ABB.AfwOpcDaSurrogate.1->L11AC2IZ1:VALUE
N-NDCW1-CR1-I-PV-L11AC2IZ1,2022-05-28T15:25:54.04Z,10.809751,,ns=3;s=IMS->ABB.AfwOpcDaSurrogate.1->L11AC2IZ1:VALUE
N-NDCW1-CR1-I-PV-L11AC2IZ1,2022-05-28T15:25:53.211Z,11.34225,,ns=3;s=IMS->ABB.AfwOpcDaSurrogate.1->L11AC2IZ1:VALUE
N-NDCW1-CR1-I-PV-L11AC2IZ1,2022-05-28T15:25:52.18Z,11.355563,,ns=3;s=IMS->ABB.AfwOpcDaSurrogate.1->L11AC2IZ1:VALUE
N-NDCW1-CR1-I-PV-L11AC2IZ1,2022-05-28T15:25:51.125Z,11.16475,,ns=3;s=IMS->ABB.AfwOpcDaSurrogate.1->L11AC2IZ1:VALUE
N-NDCW1-CR1-I-PV-L11AC2IZ1,2022-05-28T15:25:50.104Z,11.493125,,ns=3;s=IMS->ABB.AfwOpcDaSurrogate.1->L11AC2IZ1:VALUE
N-NDCW1-CR1-I-PV-L11AC2IZ1,2022-05-28T15:25:49.041Z,11.3688755,,ns=3;s=IMS->ABB.AfwOpcDaSurrogate.1->L11AC2IZ1:VALUE
N-NDCW1-CR1-I-PV-L11AC2IZ1,2022-05-28T15:25:48.041Z,10.894063,,ns=3;s=IMS->ABB.AfwOpcDaSurrogate.1->L11AC2IZ1:VALUE
N-NDCW1-CR1-I-PV-L11AC2IZ1,2022-05-28T15:25:46.845Z,11.195813,,ns=3;s=IMS->ABB.AfwOpcDaSurrogate.1->L11AC2IZ1:VALUE
N-NDCW1-CR1-I-PV-L11AC2IZ1,2022-05-28T15:25:44.766Z,11.271251,,ns=3;s=IMS->ABB.AfwOpcDaSurrogate.1->L11AC2IZ1:VALUE
N-NDCW1-CR1-I-PV-L11AC2IZ1,2022-05-28T15:25:43.702Z,11.604063,,ns=3;s=IMS->ABB.AfwOpcDaSurrogate.1->L11AC2IZ1:VALUE
N-NDCW1-CR1-I-PV-L11AC2IZ1,2022-05-28T15:25:42.685Z,11.2091255,,ns=3;s=IMS->ABB.AfwOpcDaSurrogate.1->L11AC2IZ1:VALUE
N-NDCW1-CR1-I-PV-L11AC2IZ1,2022-05-28T15:25:41.622Z,11.031626,,ns=3;s=IMS->ABB.AfwOpcDaSurrogate.1->L11AC2IZ1:VALUE
N-NDCW1-CR1-I-PV-L11AC2IZ1,2022-05-28T15:25:40.568Z,11.4487505,,ns=3;s=IMS->ABB.AfwOpcDaSurrogate.1->L11AC2IZ1:VALUE
N-NDCW1-CR1-I-PV-L11AC2IZ1,2022-05-28T15:25:39.537Z,11.439876,,ns=3;s=IMS->ABB.AfwOpcDaSurrogate.1->L11AC2IZ1:VALUE
N-NDCW1-CR1-I-PV-L11AC2IZ1,2022-05-28T15:25:38.536Z,10.98725,,ns=3;s=IMS->ABB.AfwOpcDaSurrogate.1->L11AC2IZ1:VALUE
N-NDCW1-CR1-I-PV-L11AC2IZ1,2022-05-28T15:25:37.534Z,11.541938,,ns=3;s=IMS->ABB.AfwOpcDaSurrogate.1->L11AC2IZ1:VALUE
N-NDCW1-CR1-I-PV-L11AC2IZ1,2022-05-28T15:25:36.502Z,11.502,,ns=3;s=IMS->ABB.AfwOpcDaSurrogate.1->L11AC2IZ1:VALUE
N-NDCW1-CR1-I-PV-L11AC2IZ1,2022-05-28T15:25:34.421Z,11.422125,,ns=3;s=IMS->ABB.AfwOpcDaSurrogate.1->L11AC2IZ1:VALUE
N-NDCW1-CR1-I-PV-L11AC2IZ1,2022-05-28T15:25:33.398Z,11.3688755,,ns=3;s=IMS->ABB.AfwOpcDaSurrogate.1->L11AC2IZ1:VALUE
N-NDCW1-CR1-I-PV-L11AC2IZ1,2022-05-28T15:25:31.225Z,11.311188,,ns=3;s=IMS->ABB.AfwOpcDaSurrogate.1->L11AC2IZ1:VALUE
N-NDCW1-CR1-I-PV-L11AC2IZ1,2022-05-28T15:25:30.209Z,11.262375,,ns=3;s=IMS->ABB.AfwOpcDaSurrogate.1->L11AC2IZ1:VALUE
N-NDCW1-CR1-I-PV-L11AC2IZ1,2022-05-28T15:25:29.177Z,11.701688,,ns=3;s=IMS->ABB.AfwOpcDaSurrogate.1->L11AC2IZ1:VALUE
N-NDCW1-CR1-I-PV-L11AC2IZ1,2022-05-28T15:25:28.126Z,11.746063,,ns=3;s=IMS->ABB.AfwOpcDaSurrogate.1->L11AC2IZ1:VALUE
N-NDCW1-CR1-I-PV-L11AC2IZ1,2022-05-28T15:25:27.102Z,11.621813,,ns=3;s=IMS->ABB.AfwOpcDaSurrogate.1->L11AC2IZ1:VALUE
N-NDCW1-CR1-I-PV-L11AC2IZ1,2022-05-28T15:25:26.039Z,12.078876,,ns=3;s=IMS->ABB.AfwOpcDaSurrogate.1->L11AC2IZ1:VALUE
N-NDCW1-CR1-I-PV-L11AC2IZ1,2022-05-28T15:25:24.976Z,11.533063,,ns=3;s=IMS->ABB.AfwOpcDaSurrogate.1->L11AC2IZ1:VALUE
N-NDCW1-CR1-I-PV-L11AC2IZ1,2022-05-28T15:25:23.944Z,11.2091255,,ns=3;s=IMS->ABB.AfwOpcDaSurrogate.1->L11AC2IZ1:VALUE
N-NDCW1-CR1-I-PV-L11AC2IZ1,2022-05-28T15:25:22.89Z,11.830376,,ns=3;s=IMS->ABB.AfwOpcDaSurrogate.1->L11AC2IZ1:VALUE
N-NDCW1-CR1-I-PV-L11AC2IZ1,2022-05-28T15:25:21.843Z,11.794875,,ns=3;s=IMS->ABB.AfwOpcDaSurrogate.1->L11AC2IZ1:VALUE
N-NDCW1-CR1-I-PV-L11AC2IZ1,2022-05-28T15:25:20.822Z,11.284563,,ns=3;s=IMS->ABB.AfwOpcDaSurrogate.1->L11AC2IZ1:VALUE
N-NDCW1-CR1-I-PV-L11AC2IZ1,2022-05-28T15:25:19.756Z,11.896937,,ns=3;s=IMS->ABB.AfwOpcDaSurrogate.1->L11AC2IZ1:VALUE
N-NDCW1-CR1-I-PV-L11AC2IZ1,2022-05-28T15:25:18.723Z,11.470938,,ns=3;s=IMS->ABB.AfwOpcDaSurrogate.1->L11AC2IZ1:VALUE
N-NDCW1-CR1-I-PV-L11AC2IZ1,2022-05-28T15:25:17.67Z,11.266812,,ns=3;s=IMS->ABB.AfwOpcDaSurrogate.1->L11AC2IZ1:VALUE
N-NDCW1-CR1-I-PV-L11AC2IZ1,2022-05-28T15:25:16.608Z,11.76825,,ns=3;s=IMS->ABB.AfwOpcDaSurrogate.1->L11AC2IZ1:VALUE
N-NDCW1-CR1-I-PV-L11AC2IZ1,2022-05-28T15:25:14.568Z,11.311188,,ns=3;s=IMS->ABB.AfwOpcDaSurrogate.1->L11AC2IZ1:VALUE
N-NDCW1-CR1-I-PV-L11AC2IZ1,2022-05-28T15:25:13.54Z,11.750501,,ns=3;s=IMS->ABB.AfwOpcDaSurrogate.1->L11AC2IZ1:VALUE
N-NDCW1-CR1-I-PV-L11AC2IZ1,2022-05-28T15:25:12.509Z,11.302313,,ns=3;s=IMS->ABB.AfwOpcDaSurrogate.1->L11AC2IZ1:VALUE
N-NDCW1-CR1-I-PV-L11AC2IZ1,2022-05-28T15:25:11.455Z,11.213563,,ns=3;s=IMS->ABB.AfwOpcDaSurrogate.1->L11AC2IZ1:VALUE
N-NDCW1-CR1-I-PV-L11AC2IZ1,2022-05-28T15:25:10.424Z,11.5286255,,ns=3;s=IMS->ABB.AfwOpcDaSurrogate.1->L11AC2IZ1:VALUE
N-NDCW1-CR1-I-PV-L11AC2IZ1,2022-05-28T15:25:09.377Z,11.280126,,ns=3;s=IMS->ABB.AfwOpcDaSurrogate.1->L11AC2IZ1:VALUE
N-NDCW1-CR1-I-PV-L11AC2IZ1,2022-05-28T15:25:08.343Z,11.005,,ns=3;s=IMS->ABB.AfwOpcDaSurrogate.1->L11AC2IZ1:VALUE
N-NDCW1-CR1-I-PV-L11AC2IZ1,2022-05-28T15:25:07.312Z,11.515313,,ns=3;s=IMS->ABB.AfwOpcDaSurrogate.1->L11AC2IZ1:VALUE
N-NDCW1-CR1-I-PV-L11AC2IZ1,2022-05-28T15:25:06.249Z,11.040501,,ns=3;s=IMS->ABB.AfwOpcDaSurrogate.1->L11AC2IZ1:VALUE
N-NDCW1-CR1-I-PV-L11AC2IZ1,2022-05-28T15:25:05.201Z,11.692813,,ns=3;s=IMS->ABB.AfwOpcDaSurrogate.1->L11AC2IZ1:VALUE
N-NDCW1-CR1-I-PV-L11AC2IZ1,2022-05-28T15:25:04.146Z,11.630688,,ns=3;s=IMS->ABB.AfwOpcDaSurrogate.1->L11AC2IZ1:VALUE
N-NDCW1-CR1-I-PV-L11AC2IZ1,2022-05-28T15:25:03.114Z,11.280126,,ns=3;s=IMS->ABB.AfwOpcDaSurrogate.1->L11AC2IZ1:VALUE
N-NDCW1-CR1-I-PV-L11AC2IZ1,2022-05-28T15:25:02.069Z,11.66175,,ns=3;s=IMS->ABB.AfwOpcDaSurrogate.1->L11AC2IZ1:VALUE
N-NDCW1-CR1-I-PV-L11AC2IZ1,2022-05-28T15:25:01.003Z,11.1825,,ns=3;s=IMS->ABB.AfwOpcDaSurrogate.1->L11AC2IZ1:VALUE
N-NDCW1-CR1-I-PV-L11AC2IZ1,2022-05-28T15:24:59.925Z,11.018312,,ns=3;s=IMS->ABB.AfwOpcDaSurrogate.1->L11AC2IZ1:VALUE
N-NDCW1-CR1-I-PV-L11AC2IZ1,2022-05-28T15:24:58.907Z,11.266812,,ns=3;s=IMS->ABB.AfwOpcDaSurrogate.1->L11AC2IZ1:VALUE
N-NDCW1-CR1-I-PV-L11AC2IZ1,2022-05-28T15:24:57.843Z,11.195813,,ns=3;s=IMS->ABB.AfwOpcDaSurrogate.1->L11AC2IZ1:VALUE
N-NDCW1-CR1-I-PV-L11AC2IZ1,2022-05-28T15:24:56.76Z,11.186937,,ns=3;s=IMS->ABB.AfwOpcDaSurrogate.1->L11AC2IZ1:VALUE
N-NDCW1-CR1-I-PV-L11AC2IZ1,2022-05-28T15:24:54.649Z,11.107062,,ns=3;s=IMS->ABB.AfwOpcDaSurrogate.1->L11AC2IZ1:VALUE
N-NDCW1-CR1-I-PV-L11AC2IZ1,2022-05-28T15:24:53.624Z,11.089313,,ns=3;s=IMS->ABB.AfwOpcDaSurrogate.1->L11AC2IZ1:VALUE
N-NDCW1-CR1-I-PV-L11AC2IZ1,2022-05-28T15:24:52.53Z,11.222438,,ns=3;s=IMS->ABB.AfwOpcDaSurrogate.1->L11AC2IZ1:VALUE
N-NDCW1-CR1-I-PV-L11AC2IZ1,2022-05-28T15:24:51.592Z,10.965063,,ns=3;s=IMS->ABB.AfwOpcDaSurrogate.1->L11AC2IZ1:VALUE
N-NDCW1-CR1-I-PV-L11AC2IZ1,2022-05-28T15:24:50.537Z,10.796438,,ns=3;s=IMS->ABB.AfwOpcDaSurrogate.1->L11AC2IZ1:VALUE
N-NDCW1-CR1-I-PV-L11AC2IZ1,2022-05-28T15:24:49.541Z,11.373313,,ns=3;s=IMS->ABB.AfwOpcDaSurrogate.1->L11AC2IZ1:VALUE
N-NDCW1-CR1-I-PV-L11AC2IZ1,2022-05-28T15:24:47.758Z,11.098187,,ns=3;s=IMS->ABB.AfwOpcDaSurrogate.1->L11AC2IZ1:VALUE
N-NDCW1-CR1-I-PV-L11AC2IZ1,2022-05-28T15:24:46.695Z,11.55525,,ns=3;s=IMS->ABB.AfwOpcDaSurrogate.1->L11AC2IZ1:VALUE
N-NDCW1-CR1-I-PV-L11AC2IZ1,2022-05-28T15:24:45.601Z,11.284563,,ns=3;s=IMS->ABB.AfwOpcDaSurrogate.1->L11AC2IZ1:VALUE
N-NDCW1-CR1-I-PV-L11AC2IZ1,2022-05-28T15:24:44.585Z,11.333375,,ns=3;s=IMS->ABB.AfwOpcDaSurrogate.1->L11AC2IZ1:VALUE
N-NDCW1-CR1-I-PV-L11AC2IZ1,2022-05-28T15:24:43.516Z,11.80375,,ns=3;s=IMS->ABB.AfwOpcDaSurrogate.1->L11AC2IZ1:VALUE
N-NDCW1-CR1-I-PV-L11AC2IZ1,2022-05-28T15:24:42.469Z,11.09375,,ns=3;s=IMS->ABB.AfwOpcDaSurrogate.1->L11AC2IZ1:VALUE
N-NDCW1-CR1-I-PV-L11AC2IZ1,2022-05-28T15:24:41.406Z,11.453188,,ns=3;s=IMS->ABB.AfwOpcDaSurrogate.1->L11AC2IZ1:VALUE
N-NDCW1-CR1-I-PV-L11AC2IZ1,2022-05-28T15:24:40.261Z,11.4088125,,ns=3;s=IMS->ABB.AfwOpcDaSurrogate.1->L11AC2IZ1:VALUE
N-NDCW1-CR1-I-PV-L11AC2IZ1,2022-05-28T15:24:39.219Z,11.417687,,ns=3;s=IMS->ABB.AfwOpcDaSurrogate.1->L11AC2IZ1:VALUE
N-NDCW1-CR1-I-PV-L11AC2IZ1,2022-05-28T15:24:38.186Z,11.759376,,ns=3;s=IMS->ABB.AfwOpcDaSurrogate.1->L11AC2IZ1:VALUE
N-NDCW1-CR1-I-PV-L11AC2IZ1,2022-05-28T15:24:37.117Z,11.142563,,ns=3;s=IMS->ABB.AfwOpcDaSurrogate.1->L11AC2IZ1:VALUE
N-NDCW1-CR1-I-PV-L11AC2IZ1,2022-05-28T15:24:35.039Z,11.852563,,ns=3;s=IMS->ABB.AfwOpcDaSurrogate.1->L11AC2IZ1:VALUE
N-NDCW1-CR1-I-PV-L11AC2IZ1,2022-05-28T15:24:33.976Z,11.493125,,ns=3;s=IMS->ABB.AfwOpcDaSurrogate.1->L11AC2IZ1:VALUE
N-NDCW1-CR1-I-PV-L11AC2IZ1,2022-05-28T15:24:32.932Z,11.510876,,ns=3;s=IMS->ABB.AfwOpcDaSurrogate.1->L11AC2IZ1:VALUE
N-NDCW1-CR1-I-PV-L11AC2IZ1,2022-05-28T15:24:31.875Z,11.759376,,ns=3;s=IMS->ABB.AfwOpcDaSurrogate.1->L11AC2IZ1:VALUE
N-NDCW1-CR1-I-PV-L11AC2IZ1,2022-05-28T15:24:30.812Z,11.280126,,ns=3;s=IMS->ABB.AfwOpcDaSurrogate.1->L11AC2IZ1:VALUE
W-GCW1-PP5-I-PV-BE02_IZ,2022-05-28T15:26:42.5128409Z,15.299999,,ns=3;s=ECS4244SVR01->OpcDa.opc.tcp.localhost.26080.UA.FlsOpcServer->ns*2;s*1:BE02_IZ?Value
W-GCW1-PP5-I-PV-BE02_IZ,2022-05-28T15:26:41.5909606Z,16.199999,,ns=3;s=ECS4244SVR01->OpcDa.opc.tcp.localhost.26080.UA.FlsOpcServer->ns*2;s*1:BE02_IZ?Value
W-GCW1-PP5-I-PV-BE02_IZ,2022-05-28T15:26:38.5128177Z,15.299999,,ns=3;s=ECS4244SVR01->OpcDa.opc.tcp.localhost.26080.UA.FlsOpcServer->ns*2;s*1:BE02_IZ?Value
W-GCW1-PP5-I-PV-BE02_IZ,2022-05-28T15:26:32.5072639Z,14.4,,ns=3;s=ECS4244SVR01->OpcDa.opc.tcp.localhost.26080.UA.FlsOpcServer->ns*2;s*1:BE02_IZ?Value
W-GCW1-PP5-I-PV-BE02_IZ,2022-05-28T15:26:22.5228313Z,13.5,,ns=3;s=ECS4244SVR01->OpcDa.opc.tcp.localhost.26080.UA.FlsOpcServer->ns*2;s*1:BE02_IZ?Value
W-GCW1-PP5-I-PV-BE02_IZ,2022-05-28T15:26:21.616579Z,12.599999,,ns=3;s=ECS4244SVR01->OpcDa.opc.tcp.localhost.26080.UA.FlsOpcServer->ns*2;s*1:BE02_IZ?Value
W-GCW1-PP5-I-PV-BE02_IZ,2022-05-28T15:26:20.5071945Z,13.5,,ns=3;s=ECS4244SVR01->OpcDa.opc.tcp.localhost.26080.UA.FlsOpcServer->ns*2;s*1:BE02_IZ?Value
W-GCW1-PP5-I-PV-BE02_IZ,2022-05-28T15:26:06.5666029Z,12.599999,,ns=3;s=ECS4244SVR01->OpcDa.opc.tcp.localhost.26080.UA.FlsOpcServer->ns*2;s*1:BE02_IZ?Value
W-GCW1-PP5-I-PV-BE02_IZ,2022-05-28T15:26:04.5146859Z,13.5,,ns=3;s=ECS4244SVR01->OpcDa.opc.tcp.localhost.26080.UA.FlsOpcServer->ns*2;s*1:BE02_IZ?Value
W-GCW1-PP5-I-PV-BE02_IZ,2022-05-28T15:26:03.6240563Z,12.599999,,ns=3;s=ECS4244SVR01->OpcDa.opc.tcp.localhost.26080.UA.FlsOpcServer->ns*2;s*1:BE02_IZ?Value
W-GCW1-PP5-I-PV-BE02_IZ,2022-05-28T15:26:02.5302991Z,13.5,,ns=3;s=ECS4244SVR01->OpcDa.opc.tcp.localhost.26080.UA.FlsOpcServer->ns*2;s*1:BE02_IZ?Value
W-GCW1-PP5-I-PV-BE02_IZ,2022-05-28T15:26:01.6084195Z,12.599999,,ns=3;s=ECS4244SVR01->OpcDa.opc.tcp.localhost.26080.UA.FlsOpcServer->ns*2;s*1:BE02_IZ?Value
